Brand,Model_Name,Launch_Year,RAM_GB,Storage_GB,Color,Price_INR,Battery_mAh,Back_Camera_MP,Front_Camera_MP,Processor,5G_Support,Image_URL,Avg_Rating,Total_Reviews,Positive_Reviews,Neutral_Reviews,Negative_Reviews,Review_Text
Apple,iPhone 11,2019,6,128,Purple,51400,3110,12,12,A13 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2011%20mobile%20phone,3.3,197,144,28,25,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 11,2019,6,128,Red,51400,3110,12,12,A13 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2011%20mobile%20phone,3.6,96,57,13,26,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 11,2019,6,256,Black,57800,3110,12,12,A13 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2011%20mobile%20phone,4.7,330,211,58,61,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 11,2019,6,256,White,57800,3110,12,12,A13 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2011%20mobile%20phone,4.7,84,50,16,18,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 11,2019,6,256,Green,57800,3110,12,12,A13 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2011%20mobile%20phone,4,479,302,81,96,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 11,2019,6,256,Yellow,57800,3110,12,12,A13 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2011%20mobile%20phone,4.5,119,94,13,12,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 11,2019,6,256,Purple,57800,3110,12,12,A13 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2011%20mobile%20phone,4.5,64,41,11,12,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 11,2019,6,256,Red,57800,3110,12,12,A13 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2011%20mobile%20phone,4.2,252,194,49,9,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,64,Black,48200,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.2,473,322,58,93,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,64,White,48200,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.9,330,216,44,70,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,64,Blue,48200,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.5,54,33,9,12,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,64,Green,48200,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.5,201,129,28,44,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,64,Red,48200,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.8,182,140,29,13,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,64,Purple,48200,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.5,145,112,27,6,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,128,Black,51400,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,4.6,229,166,34,29,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,128,White,51400,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.5,305,190,50,65,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,128,Blue,51400,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,4.4,394,241,67,86,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,128,Green,51400,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.4,281,189,31,61,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,128,Red,51400,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.9,52,40,7,5,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,128,Purple,51400,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.9,350,276,46,28,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,256,Black,57800,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.8,60,36,9,15,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,256,White,57800,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.4,91,71,13,7,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,256,Blue,57800,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.4,350,264,40,46,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,256,Green,57800,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,4.3,399,318,52,29,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,256,Red,57800,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,3.9,120,72,16,32,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 12,2020,6,256,Purple,57800,2815,12,12,A14 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2012%20mobile%20phone,4.5,164,121,21,22,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,128,Black,51400,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,3.9,370,274,46,50,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,128,White,51400,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,3.8,429,339,51,39,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,128,Blue,51400,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.6,347,275,35,37,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,128,Pink,51400,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.7,199,128,25,46,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,128,Green,51400,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.4,247,170,30,47,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,128,Red,51400,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.7,291,175,54,62,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,256,Black,57800,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.6,145,98,26,21,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,256,White,57800,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,3.5,485,327,78,80,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,256,Blue,57800,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,3.7,467,365,48,54,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,256,Pink,57800,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.3,310,215,41,54,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,256,Green,57800,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,3.3,423,328,59,36,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,256,Red,57800,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.2,390,290,42,58,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,512,Black,70600,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.2,392,307,45,40,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,512,White,70600,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.5,318,253,58,7,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,512,Blue,70600,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,3.3,297,187,52,58,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,512,Pink,70600,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,3.8,227,172,28,27,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,512,Green,70600,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.7,358,240,55,63,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 13,2021,6,512,Red,70600,3240,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2013%20mobile%20phone,4.6,191,143,37,11,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,128,Black,51400,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,4,401,273,58,70,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,128,White,51400,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,3.6,86,66,11,9,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,128,Blue,51400,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,3.2,148,109,23,16,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,128,Purple,51400,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,3.4,351,257,62,32,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,128,Yellow,51400,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,3.8,57,39,9,9,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,128,Red,51400,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,4.4,401,316,66,19,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,256,Black,57800,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,3.5,270,215,42,13,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,256,White,57800,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,3.6,489,371,64,54,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,256,Blue,57800,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,4.3,384,297,50,37,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,256,Purple,57800,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,4.6,311,233,35,43,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,256,Yellow,57800,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,3.6,292,215,56,21,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,256,Red,57800,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,4,140,108,16,16,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,512,Black,70600,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,3.4,480,337,88,55,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,512,White,70600,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,4.7,88,58,14,16,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,512,Blue,70600,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,4.3,425,268,81,76,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,512,Purple,70600,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,4.2,209,156,28,25,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,512,Yellow,70600,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,4.8,265,182,47,36,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14,2022,6,512,Red,70600,3279,12,12,A15 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2014%20mobile%20phone,4.2,290,225,35,30,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,128,Black,51400,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,4.3,330,248,63,19,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,128,Blue,51400,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,4,372,238,61,73,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,128,Green,51400,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,3.8,447,348,44,55,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,128,Yellow,51400,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,4,467,292,58,117,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,128,Pink,51400,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,3.2,449,332,74,43,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,256,Black,57800,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,4.8,393,266,43,84,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,256,Blue,57800,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,4.4,493,304,98,91,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,256,Green,57800,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,3.8,344,233,58,53,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,256,Yellow,57800,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,4.7,475,350,90,35,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,256,Pink,57800,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,4.3,287,206,48,33,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,512,Black,70600,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,3.6,476,365,92,19,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,512,Blue,70600,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,3.9,492,354,62,76,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,512,Green,70600,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,3.7,458,299,77,82,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,512,Yellow,70600,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,3.3,432,272,57,103,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 15,2023,6,512,Pink,70600,3349,48,12,A16 Bionic,No,https://www.google.com/search?tbm=isch&q=iPhone%2015%20mobile%20phone,4.2,198,155,20,23,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14 Pro,2022,6,128,Black,77680,3200,48,12,A16 Bionic,Yes,https://www.google.com/search?tbm=isch&q=iPhone%2014%20Pro%20mobile%20phone,4.3,187,121,34,32,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14 Pro,2022,6,128,Silver,77680,3200,48,12,A16 Bionic,Yes,https://www.google.com/search?tbm=isch&q=iPhone%2014%20Pro%20mobile%20phone,3.2,336,208,60,68,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14 Pro,2022,6,128,Gold,77680,3200,48,12,A16 Bionic,Yes,https://www.google.com/search?tbm=isch&q=iPhone%2014%20Pro%20mobile%20phone,4.2,68,54,12,2,Battery performance is average. Camera is decent for normal use. Overall user feedback is positive. Performance is suitable for daily usage.
Apple,iPhone 14 Pro,2022,6,128,Purple,77680,3200,48,12,A16 Bionic,Yes,https://www.google.com/search?tbm=isch&q=iPhone%2014%20Pro%20mobile%20phone,3.9,258,174,39,45,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14 Pro,2022,6,256,Black,85360,3200,48,12,A16 Bionic,Yes,https://www.google.com/search?tbm=isch&q=iPhone%2014%20Pro%20mobile%20phone,3.6,307,235,52,20,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
Apple,iPhone 14 Pro,2022,6,256,Silver,85360,3200,48,12,A16 Bionic,Yes,https://www.google.com/search?tbm=isch&q=iPhone%2014%20Pro%20mobile%20phone,3.6,277,197,43,37,Battery performance is average. Camera is decent for normal use. User feedback is mixed. Performance is suitable for daily usage.
